Date,Store_id,Product_id,Units_sold,Sales Amount,Discount Applied,Customer Segment
2024-02-11,S006,P002,70.0,1463.54,15.22,Premium
2024-03-11,S002,P006,94.0,1324.47,12.33,New
,S006,P001,27.0,797.71,2.23,Regular
,S003,P005,62.0,397.81,9.52,New
,S002,P002,95.0,1076.13,9.614999999999998,New
,S005,P001,0.0,380.87,1.2,Regular
,S006,P006,1.0,686.0,2.03,Regular
,S002,P004,73.0,813.67,7.33,New
,S005,P003,65.0,1162.07,9.11,New
,S002,P003,68.0,285.75,4.6,New
,S005,P003,48.0,1211.75,1.81,New
2024-07-11,S005,P008,51.0,1380.99,6.67,New
,S001,P008,99.0,553.82,6.15,Regular
,S003,P007,69.0,1237.17,17.42,Regular
2024-03-11,S005,P002,40.0,1009.38,0.05,New
2024-05-11,S006,P008,7.0,380.34,10.45,New
,S005,P002,0.0,1322.42,6.21,Premium
,S004,P002,81.0,463.87,18.1,New
,S002,P005,39.0,930.75,17.52,Premium
2024-06-11,S001,P001,51.0,1472.33,18.81,New
,S004,P002,14.0,590.77,2.8,Premium
,S002,P004,51.0,320.78,3.59,Premium
2024-02-11,S006,P003,51.0,176.87,5.87,Premium
,S002,P008,51.0,924.08,1.32,Premium
,S004,P005,20.0,302.53,15.01,Regular
,S004,P004,37.0,1261.23,9.36,Regular
2024-03-11,S005,P001,34.0,1084.35,12.14,Regular
,S002,P002,55.0,813.67,0.42,New
2024-10-11,S003,P004,22.0,193.05,5.78,New
,S005,P001,54.0,1277.64,8.66,New
2024-01-11,S001,P005,15.0,1129.01,4.01,Regular
2024-10-11,S002,P001,86.0,269.64,17.7,Regular
2024-11-11,S005,P004,33.0,549.78,17.9,New
2024-10-11,S005,P003,100.0,585.1,6.06,New
2024-06-11,S005,P007,31.0,562.19,19.94,New
,S003,P004,62.0,1478.48,1.86,New
2024-11-11,S006,P007,35.0,246.46,19.44,New
,S006,P008,41.0,1044.23,16.6,Regular
,S006,P007,31.0,113.21,19.61,Premium
,S002,P006,84.0,776.51,5.26,New
,S006,P004,7.0,1018.85,9.614999999999998,New
2024-08-11,S004,P002,86.0,1452.91,2.87,Premium
2024-10-11,S002,P006,100.0,120.75,16.34,Premium
2024-08-11,S002,P003,9.0,1184.98,6.33,Regular
,S002,P005,8.0,1425.13,5.65,Premium
2024-05-11,S004,P007,94.0,343.41,1.61,Premium
,S006,P007,2.0,813.67,8.85,Regular
2024-09-11,S005,P007,13.0,999.55,8.35,Premium
2024-02-11,S004,P006,60.0,974.29,6.61,Premium
,S002,P003,44.0,493.01,7.06,New
,S003,P002,22.0,813.67,5.91,Premium
2024-06-11,S006,P002,20.0,640.65,15.3,Regular
,S006,P002,45.0,880.34,9.62,Premium
2024-08-11,S002,P002,100.0,813.67,5.66,New
2024-10-11,S003,P003,44.0,814.72,9.614999999999998,Regular
2024-09-11,S002,P008,23.0,788.83,9.6,New
2024-03-11,S001,P001,59.0,1084.5,11.42,Premium
2024-11-11,S002,P002,27.0,277.46,15.53,Regular
,S005,P004,76.0,673.35,12.71,New
,S005,P002,51.0,1018.93,16.65,Premium
,S004,P004,37.0,596.68,17.43,New
2024-03-11,S001,P006,11.0,1114.79,15.04,New
,S005,P001,15.0,460.88,1.96,New
,S002,P007,65.0,813.67,11.22,Regular
2024-07-11,S002,P008,92.0,275.59,8.11,Regular
,S006,P008,67.0,656.72,4.95,Premium
,S005,P007,46.0,813.67,12.35,New
,S002,P003,72.0,859.85,4.47,Regular
2024-10-11,S006,P007,86.0,403.07,9.614999999999998,New
2024-12-11,S004,P007,28.0,421.54,18.25,New
2024-02-11,S006,P001,30.0,993.4,11.8,Premium
2024-11-11,S003,P005,89.0,728.9,19.63,Premium
2024-04-11,S005,P003,15.0,1040.7,2.42,Regular
,S004,P007,65.0,813.67,13.17,New
2024-03-11,S006,P008,16.0,536.57,8.85,New
,S005,P008,18.0,981.14,2.5,Premium
,S005,P005,63.0,1008.65,2.97,Regular
,S006,P005,8.0,1234.55,9.36,Regular
2024-09-11,S003,P003,51.0,830.63,1.94,Regular
,S005,P005,60.0,413.6,0.24,Regular
,S006,P003,98.0,594.26,15.52,Regular
2024-08-11,S002,P001,10.0,1289.26,7.5,Regular
,S002,P002,2.0,1194.12,8.6,Premium
2024-03-11,S006,P008,51.0,1446.79,17.16,Premium
2024-01-12,S001,P004,51.0,751.6,9.614999999999998,New
,S002,P004,54.0,813.67,10.26,New
2024-08-11,S002,P002,43.0,896.8,13.42,Regular
2024-11-11,S003,P007,51.0,144.9,12.7,New
,S006,P004,87.0,662.25,11.76,New
2024-05-11,S001,P001,58.0,290.45,5.35,Premium
,S004,P005,63.0,726.7,19.23,Premium
,S002,P006,89.0,869.71,9.614999999999998,Regular
,S005,P006,44.0,1119.18,18.89,New
,S005,P002,40.0,611.26,4.59,New
,S005,P004,69.0,942.91,4.24,Premium
,S002,P007,88.0,1045.94,9.614999999999998,Premium
2024-10-11,S001,P005,41.0,1004.24,7.54,New
,S003,P008,100.0,302.88,9.04,Premium
2024-02-11,S004,P002,6.0,1094.46,11.41,New
,S006,P003,78.0,636.93,4.83,Premium
,S006,P003,79.0,229.83,16.23,Regular
,S004,P004,51.0,334.91,9.11,New
,S002,P002,23.0,1245.89,9.614999999999998,New
,S004,P002,92.0,1360.56,8.74,New
2024-05-11,S002,P008,70.0,570.18,9.68,Regular
,S004,P006,54.0,1329.48,6.9,New
,S003,P003,16.0,889.85,17.9,New
,S002,P008,84.0,172.16,3.68,Premium
2024-03-11,S003,P005,79.0,709.78,7.96,New
2024-09-11,S001,P006,38.0,1064.65,6.71,New
,S005,P002,71.0,813.67,3.44,Premium
,S004,P004,58.0,444.95,15.25,New
,S006,P002,15.0,1069.5,2.53,New
2024-02-11,S005,P005,91.0,135.64,18.39,New
2024-07-11,S001,P005,51.0,806.52,6.55,New
,S003,P005,51.0,159.39,9.614999999999998,Premium
,S002,P003,63.0,713.62,17.67,Regular
,S006,P006,16.0,207.8,9.614999999999998,Regular
2024-10-11,S003,P008,51.0,1262.59,14.19,New
,S001,P003,88.0,311.26,18.2,New
2024-07-11,S001,P007,61.0,816.03,11.32,New
2024-03-11,S002,P006,51.0,813.67,15.77,New
2024-07-11,S003,P002,10.0,209.75,10.45,Regular
,S004,P005,33.0,813.67,16.14,New
2024-01-12,S006,P001,69.0,638.57,10.55,New
,S003,P007,16.0,1355.21,15.4,New
,S006,P008,51.0,657.03,10.83,Regular
,S005,P004,86.0,489.85,4.07,Premium
,S006,P006,19.0,624.49,2.08,Premium
2024-05-11,S006,P006,91.0,1087.19,5.54,Premium
,S002,P002,66.0,813.67,4.25,New
2024-09-11,S002,P003,22.0,1151.46,2.82,New
,S001,P002,51.0,813.67,6.87,New
,S004,P008,11.0,1119.88,17.5,Regular
,S003,P003,58.0,415.79,8.69,Premium
,S005,P008,63.0,729.4,5.16,New
,S002,P002,51.0,1097.55,0.27,Premium
2024-03-11,S005,P001,86.0,1033.8,19.94,Regular
,S003,P003,56.0,134.97,16.5,New
,S006,P004,13.0,171.57,10.12,New
2024-11-11,S003,P003,65.0,1173.56,7.86,Premium
,S001,P004,67.0,725.15,19.93,New
,S002,P002,91.0,1386.19,10.06,Premium
,S002,P002,19.0,284.45,7.91,Regular
2024-07-11,S002,P001,41.0,1152.5,1.07,New
,S001,P003,6.0,272.06,7.49,Regular
,S003,P007,51.0,1070.58,7.74,New
2024-01-12,S003,P005,51.0,1453.58,5.63,Regular
2024-04-11,S002,P008,2.0,355.85,0.97,Premium
,S006,P005,51.0,1097.21,19.3,New
2024-09-11,S003,P005,51.0,1122.05,10.85,New
2024-12-11,S004,P004,27.0,1120.51,4.18,New
2024-07-11,S002,P002,3.0,607.62,19.11,New
,S004,P007,20.0,1190.99,5.41,Regular
,S005,P007,62.0,585.44,0.23,New
,S006,P004,25.0,1318.14,9.614999999999998,Regular
,S004,P002,38.0,564.52,1.23,Regular
,S002,P001,4.0,1199.0,10.94,Regular
,S004,P003,9.0,846.35,19.52,Regular
,S002,P001,43.0,310.04,1.56,Premium
,S001,P004,51.0,441.6,7.61,Premium
,S005,P004,54.0,703.01,13.22,New
,S006,P008,11.0,401.13,13.41,Regular
2024-02-11,S001,P005,49.0,1333.22,9.56,New
2024-11-11,S002,P008,14.0,843.72,6.76,Premium
,S005,P007,24.0,813.67,11.21,Regular
2024-01-11,S005,P006,48.0,1338.57,16.24,New
2024-03-11,S002,P003,51.0,1396.19,2.3,New
,S004,P005,15.0,1489.05,0.94,New
,S004,P003,15.0,226.8,7.46,New
2024-04-11,S005,P004,51.0,721.73,13.12,Premium
2024-03-11,S001,P002,47.0,189.4,1.17,New
,S003,P008,87.0,143.73,1.98,Premium
,S002,P003,3.0,174.4,19.28,Regular
2024-04-11,S003,P001,62.0,1407.43,0.36,Premium
,S003,P003,62.0,1278.99,8.49,Premium
,S002,P008,100.0,1449.66,3.16,Premium
2024-06-11,S003,P002,26.0,1391.5,3.92,Regular
2024-09-11,S003,P005,8.0,1313.53,0.92,Regular
2024-07-11,S005,P008,10.0,452.93,14.56,Regular
2024-01-12,S003,P004,18.0,1472.78,9.5,Premium
2024-08-11,S004,P007,51.0,586.9,13.26,New
,S005,P002,33.0,813.67,12.96,Regular
,S004,P001,10.0,287.46,6.69,New
,S002,P002,17.0,806.26,9.614999999999998,Premium
2024-12-11,S004,P003,54.0,206.78,17.38,Premium
,S002,P007,38.0,908.29,0.71,New
2024-02-11,S003,P004,62.0,1008.99,9.92,New
,S004,P008,97.0,1445.86,7.2,Premium
2024-12-11,S006,P007,15.0,440.25,3.62,Regular
,S002,P008,16.0,292.17,9.614999999999998,Premium
2024-08-11,S002,P004,47.0,584.29,19.7,Regular
,S003,P006,73.0,1225.17,0.7,Regular
,S004,P007,14.0,282.22,6.15,Regular
,S004,P004,35.0,350.7,13.67,Premium
2024-11-11,S003,P006,9.0,1130.1,17.49,Regular
,S005,P002,63.0,165.26,9.614999999999998,Regular
2024-10-11,S003,P005,70.0,1337.2,15.93,New
,S003,P006,35.0,1137.07,8.66,New
,S003,P004,13.0,1394.28,9.72,New
,S005,P008,57.0,555.68,10.69,New
,S001,P002,51.0,1299.27,0.17,New
,S004,P002,23.0,1380.25,18.15,Premium
,S006,P001,59.0,1373.13,9.32,Regular
,S002,P003,23.0,239.91,18.05,New
2024-06-11,S001,P004,35.0,1455.83,2.59,Premium
2024-06-11,S006,P007,98.0,1147.34,19.84,Regular
,S002,P002,76.0,1498.36,12.73,New
,S003,P008,15.0,658.27,11.09,New
2024-02-11,S002,P007,79.0,815.71,4.79,Premium
,S005,P001,87.0,637.04,7.34,Premium
,S002,P006,51.0,1324.34,12.29,Regular
2024-12-11,S003,P005,53.0,813.67,2.34,Premium
,S004,P004,65.0,367.42,16.8,Regular
2024-10-11,S004,P006,97.0,298.23,12.1,New
,S004,P006,14.0,1395.42,9.614999999999998,Regular
,S004,P007,97.0,813.67,14.78,New
,S005,P002,61.0,323.35,8.01,New
2024-01-11,S003,P002,90.0,318.89,16.42,New
2024-09-11,S005,P002,79.0,257.15,0.13,Premium
2024-12-11,S004,P005,99.0,1321.88,17.91,New
,S001,P007,24.0,202.47,8.0,Premium
,S004,P006,50.0,997.04,9.69,New
2024-07-11,S006,P003,59.0,300.86,0.51,Premium
2024-04-11,S003,P008,98.0,851.29,2.63,Premium
,S006,P002,60.0,228.28,3.31,Regular
,S002,P001,72.0,682.72,3.05,Regular
2024-01-11,S003,P002,51.0,813.67,9.614999999999998,Premium
,S006,P007,7.0,1343.29,8.45,New
,S003,P006,60.0,1126.76,15.92,New
2024-09-11,S006,P006,68.0,849.1,11.87,New
2024-05-11,S002,P008,27.0,813.67,3.78,New
,S005,P001,53.0,473.36,17.62,Premium
,S002,P006,92.0,1383.49,2.03,Premium
2024-11-11,S004,P006,51.0,386.3,9.614999999999998,Regular
2024-06-11,S002,P003,12.0,1420.78,6.74,Regular
2024-02-11,S002,P002,12.0,679.2,17.21,Regular
,S004,P007,75.0,1373.03,5.47,Premium
,S005,P004,43.0,1303.55,3.0,Regular
,S002,P005,13.0,1390.88,11.16,Regular
2024-03-11,S005,P002,89.0,418.98,12.41,New
,S004,P008,51.0,1103.76,0.37,Regular
2024-01-11,S002,P002,96.0,903.62,8.34,Premium
,S002,P004,43.0,1437.16,9.614999999999998,New
,S002,P007,7.0,900.5,1.17,New
2024-01-11,S001,P002,10.0,587.93,17.25,Premium
,S002,P001,22.0,1002.35,6.7,Premium
,S005,P002,24.0,591.88,5.43,Regular
,S002,P001,15.0,775.66,2.7,New
2024-08-11,S006,P008,80.0,234.58,3.71,Premium
,S002,P001,69.0,1136.58,8.96,Regular
,S002,P007,82.0,749.79,4.5,New
2024-01-12,S001,P002,39.0,528.84,12.15,Regular
,S005,P002,13.0,960.47,4.34,Regular
2024-04-11,S005,P002,78.0,1049.87,18.61,New
,S003,P001,30.0,566.13,0.07,Regular
,S001,P004,65.0,998.29,3.12,New
,S006,P002,7.0,774.22,18.7,Premium
2024-08-11,S004,P005,1.0,1435.8,5.44,Premium
,S001,P008,22.0,1275.99,9.614999999999998,Regular
,S004,P008,99.0,813.67,8.42,New
,S005,P007,6.0,1228.92,13.17,Regular
2024-02-11,S004,P008,99.0,834.18,17.98,New
,S001,P007,4.0,153.66,1.94,New
,S004,P006,99.0,813.67,17.76,New
,S003,P007,66.0,1272.38,19.72,New
,S003,P001,29.0,361.71,16.63,New
,S005,P003,34.0,635.77,4.94,Premium
,S003,P002,100.0,341.98,15.81,Premium
2024-08-11,S001,P004,73.0,561.76,14.23,Regular
,S003,P002,51.0,526.71,3.1,New
2024-05-11,S001,P002,51.0,1144.37,2.15,New
,S005,P002,74.0,759.5,17.08,New
2024-05-11,S005,P006,96.0,1449.0,5.92,Premium
2024-09-11,S002,P006,93.0,144.55,1.98,Regular
,S001,P006,25.0,1198.24,9.614999999999998,Regular
,S002,P001,64.0,409.69,9.54,New
,S002,P007,41.0,213.77,18.3,Premium
2024-04-11,S005,P004,17.0,483.49,7.28,Premium
,S005,P008,72.0,866.29,7.11,New
,S002,P003,50.0,387.97,9.35,New
,S003,P002,51.0,813.67,8.69,Regular
2024-11-11,S002,P004,51.0,900.05,1.97,Regular
,S005,P004,16.0,384.57,6.32,New
,S006,P002,79.0,813.67,6.75,New
2024-12-11,S002,P002,67.0,813.67,5.14,Premium
,S002,P001,75.0,962.82,9.614999999999998,New
2024-06-11,S002,P007,30.0,1390.89,18.73,Regular
2024-11-11,S002,P006,90.0,813.67,9.614999999999998,Regular
,S005,P003,47.0,1046.34,14.31,New
,S005,P002,7.0,1472.73,9.614999999999998,New
2024-01-12,S006,P005,83.0,813.67,6.43,Premium
,S006,P005,4.0,813.67,0.72,Premium
2024-03-11,S002,P005,86.0,1143.81,6.46,New
,S003,P007,11.0,918.76,8.72,Regular
2024-01-11,S002,P007,47.0,405.55,3.07,Premium
,S002,P002,5.0,934.34,3.32,New
,S001,P001,10.0,391.24,1.13,Premium
,S005,P002,78.0,813.67,2.41,New
2024-01-11,S004,P001,95.0,425.56,18.06,New
,S003,P008,22.0,187.87,9.614999999999998,Regular
,S003,P006,58.0,579.45,14.78,Premium
,S004,P008,75.0,813.67,13.9,Premium
2024-02-11,S006,P007,18.0,999.63,13.27,New
2024-10-11,S005,P002,81.0,622.46,4.79,Premium
2024-07-11,S002,P001,24.0,728.11,2.89,New
2024-01-12,S004,P002,51.0,321.04,10.49,New
2024-07-11,S002,P001,86.0,848.85,1.12,Premium
2024-01-11,S005,P003,51.0,925.17,0.69,Regular
,S004,P005,6.0,226.17,12.08,New
2024-09-11,S006,P006,61.0,596.16,12.75,Premium
2024-12-11,S004,P002,38.0,1383.71,3.67,Premium
,S005,P006,54.0,609.19,4.87,Regular
,S004,P002,50.0,827.54,8.27,Regular
2024-02-11,S002,P006,26.0,813.67,7.87,New
2024-01-12,S002,P005,40.0,166.0,18.39,New
,S002,P001,75.0,224.1,9.68,Regular
2024-01-12,S002,P002,48.0,456.85,14.38,Regular
,S006,P007,51.0,1018.65,11.49,Premium
,S004,P003,19.0,895.62,15.51,Premium
,S003,P001,51.0,1043.5,3.53,Premium
,S003,P007,82.0,670.19,19.24,New
,S002,P002,24.0,1496.7,9.94,New
,S005,P004,57.0,1012.96,4.42,Premium
2024-12-11,S005,P006,76.0,319.65,6.92,New
2024-02-11,S002,P004,30.0,612.36,11.54,New
,S004,P002,22.0,879.98,17.49,New
,S001,P006,36.0,187.26,13.24,New
,S004,P004,38.0,813.67,6.69,New
,S002,P002,38.0,997.35,6.89,Regular
,S002,P004,97.0,286.25,12.92,Regular
,S005,P004,12.0,381.47,14.14,Premium
2024-05-11,S006,P007,49.0,813.67,7.11,Premium
,S001,P005,5.0,927.41,18.13,Regular
,S002,P008,59.0,680.03,6.82,New
2024-05-11,S002,P001,67.0,299.57,13.42,Regular
,S006,P008,18.0,989.35,1.52,New
,S001,P006,88.0,972.88,17.23,Premium
,S002,P007,68.0,557.04,5.94,Premium
,S002,P002,51.0,1293.79,17.96,New
,S002,P005,58.0,1108.56,13.94,Premium
,S006,P001,51.0,813.67,2.01,Premium
,S002,P007,91.0,291.27,19.25,Premium
,S006,P002,90.0,813.67,9.614999999999998,New
,S005,P003,36.0,952.98,17.53,New
2024-04-11,S006,P008,52.0,1262.0,10.83,New
,S003,P002,60.0,935.96,16.72,Regular
2024-09-11,S001,P002,76.0,661.15,9.15,Regular
,S005,P004,5.0,308.53,3.29,Premium
2024-11-11,S004,P002,28.0,349.42,10.27,New
,S004,P002,64.0,409.34,8.39,New
,S002,P003,57.0,500.26,1.44,New
,S003,P002,87.0,813.67,0.6,Regular
,S006,P007,91.0,523.45,0.27,Regular
2024-07-11,S005,P004,59.0,212.52,16.96,Premium
,S003,P008,18.0,969.15,13.35,New
2024-01-12,S005,P008,11.0,512.19,14.61,New
,S001,P003,29.0,559.71,14.4,Premium
2024-08-11,S004,P006,86.0,377.04,8.06,Premium
,S004,P002,51.0,1340.78,17.28,New
,S005,P005,9.0,1487.08,6.49,Premium
,S002,P001,71.0,359.26,1.52,Regular
2024-02-11,S001,P002,51.0,813.67,1.93,Premium
2024-02-11,S004,P007,84.0,675.04,5.92,Premium
,S003,P003,41.0,295.7,16.26,Premium
,S005,P003,62.0,899.05,8.88,Regular
2024-03-11,S005,P002,99.0,759.17,8.86,New
2024-11-11,S004,P005,91.0,1446.64,5.21,New
,S002,P006,57.0,434.16,9.614999999999998,Regular
2024-07-11,S003,P006,79.0,1433.85,13.08,Regular
,S005,P004,80.0,737.9,10.83,New
,S003,P006,70.0,1424.61,4.71,New
,S002,P003,92.0,332.3,3.44,New
,S004,P008,25.0,813.67,5.09,New
,S004,P003,72.0,382.31,2.16,New
2024-11-11,S004,P003,88.0,470.35,1.33,Premium
,S006,P004,79.0,813.67,6.01,New
,S006,P002,94.0,820.8,2.5,New
,S005,P008,51.0,641.96,9.614999999999998,Regular
,S001,P005,31.0,999.23,11.36,New
,S004,P007,23.0,113.05,2.28,Regular
2024-10-11,S004,P002,50.0,813.67,9.5,Premium
,S002,P003,24.0,485.64,14.54,New
,S002,P002,49.0,858.35,1.62,New
2024-06-11,S001,P002,95.0,910.61,9.25,New
,S002,P002,9.0,585.92,16.97,New
2024-01-11,S001,P007,54.0,485.33,15.73,New
,S003,P001,89.0,249.76,4.99,Regular
,S006,P005,69.0,865.1,9.614999999999998,New
2024-10-11,S003,P008,84.0,534.57,11.35,New
2024-11-11,S005,P008,8.0,840.03,11.09,Premium
,S001,P002,18.0,1211.37,14.48,Premium
,S003,P005,93.0,813.67,10.97,Premium
2024-11-11,S002,P005,100.0,813.67,19.41,Regular
,S002,P003,89.0,1267.21,1.78,Premium
,S003,P007,40.0,476.64,3.4,New
2024-03-11,S002,P004,51.0,483.72,16.42,Premium
,S006,P006,46.0,1432.55,1.1,New
,S005,P004,48.0,630.17,8.6,Regular
2024-02-11,S002,P006,34.0,1242.78,11.62,Premium
,S001,P002,86.0,1228.92,5.65,New
2024-03-11,S003,P007,90.0,191.67,13.1,Premium
2024-07-11,S001,P006,39.0,708.16,14.62,Regular
,S002,P003,71.0,806.55,17.55,Regular
2024-02-11,S003,P003,35.0,389.85,0.99,Premium
,S002,P007,87.0,563.42,13.74,Regular
,S003,P008,52.0,645.02,2.38,Regular
2024-05-11,S005,P005,49.0,253.39,9.614999999999998,Regular
,S002,P002,32.0,788.48,11.25,Premium
,S006,P006,37.0,755.5,16.1,Premium
,S003,P002,52.0,683.51,0.7,New
,S001,P002,38.0,1439.37,18.94,Regular
,S004,P005,92.0,1069.28,16.51,Regular
2024-07-11,S003,P006,62.0,581.96,5.96,New
2024-05-11,S005,P004,62.0,379.02,17.01,Regular
,S002,P006,2.0,710.33,4.43,New
,S003,P003,16.0,402.92,10.54,New
,S005,P003,43.0,387.18,4.3,New
2024-11-11,S001,P002,19.0,1209.25,1.38,Regular
2024-08-11,S001,P008,0.0,1149.63,0.03,Regular
,S002,P002,98.0,1345.25,16.51,Premium
,S003,P007,73.0,705.55,9.614999999999998,New
2024-04-11,S002,P008,79.0,897.42,18.4,New
,S001,P002,37.0,266.62,7.59,Regular
2024-01-11,S003,P002,50.0,369.66,11.05,Regular
,S005,P003,56.0,998.53,5.66,New
,S002,P004,51.0,1348.04,9.614999999999998,New
2024-03-11,S001,P003,98.0,1323.56,0.49,Premium
,S001,P006,99.0,1052.76,1.14,New
,S001,P007,18.0,697.75,10.19,Regular
,S002,P002,97.0,364.04,9.614999999999998,Regular
,S003,P005,56.0,391.8,10.22,Premium
,S003,P007,11.0,1474.29,14.26,Premium
,S003,P004,46.0,1249.33,14.1,Premium
